economy,series,Country,Series,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
MEX,SL.TLF.CACT.FM.ZS,Mexico,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),43.2739561394115,45.3680248968662,45.398033924441,47.3700561596368,47.1209270554963,46.5721468803636,47.3321481625794,46.9133075648813,47.6654930891629,48.4848107879482,49.9271599865526,50.9875350035933,52.2764599103493,52.9710827835921,53.075983142565,54.2118641934916,54.1857501545605,54.9343895124451,56.073976954691,56.3501615253056,55.2693030103051,55.9108033805111,56.1981781712723,55.7626187098176,56.4626111430947,58.3842576578654,57.5291066600453,58.1886713706259,59.5028067361668
USA,SL.TLF.CACT.FM.ZS,United States,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),77.4869605167149,77.7956437141931,78.1394343750844,78.8262448202789,78.9779106415789,79.3083831118696,79.4610697359513,79.7071642604195,79.9066060473269,80.4165573249727,80.2137408807121,80.3588735358458,80.390612041798,80.6142700512123,81.1721948366614,81.9916391266277,82.0894883322629,81.9240222500108,81.6559282057182,81.4691682807667,81.7363353404893,81.4971298697514,81.5405413262785,82.0708724441534,82.1814742050498,82.631754842272,82.6517894237047,82.5902997372289,82.9447380497698
CAN,SL.TLF.CACT.FM.NE.ZS,Canada,Ratio of female to male labor force participation rate (%) (national estimate),78.687515390298,79.3243355137865,79.6267043565015,80.0105222351443,80.9447879981143,81.3872848340839,82.1040555110165,82.6873313498928,83.4203065291531,84.3027215517476,84.7183117841621,84.6915649080395,85.1550136918441,85.7492506118857,85.6692178970181,86.3726290449772,86.8133244281182,86.5499763277355,86.8850627679332,87.1778368546243,86.8353646522363,86.5502675302732,86.9224667856435,87.0734053992869,87.3977319616966,87.5044318069009,86.7455724293982,87.4205280943926,88.4570557002461
MEX,SL.TLF.CACT.FM.NE.ZS,Mexico,Ratio of female to male labor force participation rate (%) (national estimate),44.1113143333411,46.3468470055064,46.3698670259504,48.353036624942,48.0963508062172,47.5582048999859,48.3861446921043,47.4082482027999,47.6545709001849,48.4715884228293,49.8962759310173,50.935149673756,52.1554927902482,52.8408312684439,52.8765683833923,54.1263733481849,54.0229739002262,54.6868228516073,55.7444485354799,55.9949028352979,55.1019625881631,55.6804923392525,55.9380467222394,55.4709542766591,56.2395877726551,57.9603568145626,57.1099175721761,57.5548076048395,59.0328067417468
USA,SL.TLF.CACT.FM.NE.ZS,United States,Ratio of female to male labor force participation rate (%) (national estimate),78.3541658346978,78.6782145236509,79.0902548246082,79.7725275017979,79.9142731242239,80.3452890792291,80.1256516508488,80.3124538237309,80.4593668187093,80.9503727485444,80.6862504432261,80.8136601066514,80.8055646302951,80.996408232386,81.5196085150713,82.2687347120302,82.3541807147674,82.4462575381341,82.2189597913311,82.0416475447453,82.3157164735458,82.0811006517017,82.0954197921635,82.5768434464087,82.6558540293969,83.0436417271597,83.0589382832821,82.9760795278037,83.5486243931146
CAN,SM.POP.RHCR.EA,Canada,Refugees under the mandate of the UNHCR by country or territory of asylum,186555.0,152110.0,138427.0,125176.0,119355.0,123303.0,126991.0,129227.0,129935.0,133088.0,141402.0,147164.0,151832.0,175728.0,173642.0,169424.0,165544.0,164879.0,163751.0,160347.0,149164.0,135890.0,97322.0,104768.0,114101.0,101757.0,109214.0,130125.0,140621.0
MEX,SM.POP.RHCR.EA,Mexico,Refugees under the mandate of the UNHCR by country or territory of asylum,47357.0,38717.0,34569.0,31892.0,28242.0,24506.0,18452.0,15452.0,12953.0,6068.0,4336.0,3212.0,3309.0,1603.0,1038.0,1215.0,1364.0,1647.0,1501.0,1814.0,1820.0,2904.0,6178.0,8993.0,16530.0,28517.0,45434.0,73448.0,95579.0
USA,SM.POP.RHCR.EA,United States,Refugees under the mandate of the UNHCR by country or territory of asylum,631046.0,623279.0,607005.0,563813.0,533951.0,521134.0,508209.0,515851.0,485173.0,452536.0,420788.0,379330.0,843434.0,281154.0,279468.0,275393.0,264505.0,264752.0,262006.0,263653.0,267214.0,273198.0,272963.0,287135.0,313242.0,341715.0,340846.0,339179.0,363059.0
CAN,SM.POP.RHCR.EO,Canada,Refugees under the mandate of the UNHCR by country or territory of origin,5.0,5.0,10.0,12.0,16.0,19.0,25.0,5.0,52.0,61.0,57.0,120.0,94.0,530.0,100.0,97.0,86.0,108.0,121.0,94.0,89.0,73.0,76.0,75.0,81.0,71.0,65.0,60.0,186.0
MEX,SM.POP.RHCR.EO,Mexico,Refugees under the mandate of the UNHCR by country or territory of origin,248.0,361.0,520.0,663.0,1011.0,1358.0,1288.0,1592.0,1668.0,1650.0,1740.0,2309.0,3301.0,5568.0,6160.0,6433.0,6809.0,7471.0,8438.0,9396.0,10672.0,11340.0,10387.0,11679.0,12870.0,14621.0,15398.0,16403.0,17635.0
USA,SM.POP.RHCR.EO,United States,Refugees under the mandate of the UNHCR by country or territory of origin,364.0,243.0,141.0,75.0,50.0,38.0,173.0,220.0,383.0,394.0,451.0,676.0,1353.0,2164.0,2126.0,2367.0,3019.0,3775.0,4454.0,4755.0,4980.0,4824.0,302.0,310.0,332.0,297.0,349.0,426.0,1327.0
CAN,SM.POP.RRWA.EA,Canada,Refugees under the mandate of the UNRWA by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SM.POP.RRWA.EA,Mexico,Refugees under the mandate of the UNRWA by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SM.POP.RRWA.EA,United States,Refugees under the mandate of the UNRWA by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SM.POP.RRWA.EO,Canada,Refugees under the mandate of the UNRWA by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,SM.POP.RRWA.EO,Mexico,Refugees under the mandate of the UNRWA by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SM.POP.RRWA.EO,United States,Refugees under the mandate of the UNRWA by country or territory of origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SL.EMP.SELF.FE.ZS,Canada,"Self-employed, female (% of female employment) (modeled ILO estimate)",11.4265170297717,11.6119223835694,12.2154165165644,13.2106069680225,13.3193306938951,12.900715453461,12.3282507497362,11.177524457134,11.5025459791632,11.3973905572539,11.2784495782042,11.4807917406016,11.3513069542149,11.2079489941107,11.1639073687932,11.6389549849043,11.2747212436371,11.3264525989329,11.2526638717656,11.4822186478925,11.3606040430836,11.5458597172828,11.3823521128552,11.4854361061272,11.8113666055417,11.5607600583366,12.1140910298186,10.8643126652907,10.5328799861615
MEX,SL.EMP.SELF.FE.ZS,Mexico,"Self-employed, female (% of female employment) (modeled ILO estimate)",41.9819770528912,40.8506305593009,39.0751320289572,41.4531892110577,38.5330596883086,38.0378172655108,35.402474007846,35.7311692070911,36.8340283045337,37.4504802430975,37.0990800755173,35.4052118308555,35.0777470896948,35.2122470112168,34.6544805218612,35.1516839237564,34.3510386880543,34.6398769857842,34.3825146530419,33.6315603318337,32.6425289509015,32.7992593928131,32.4665700409785,31.5062469437727,31.707567558662,32.6320448309802,29.5206878757153,32.1917787878678,32.158039858024
USA,SL.EMP.SELF.FE.ZS,United States,"Self-employed, female (% of female employment) (modeled ILO estimate)",5.38649252158169,5.24992978545827,5.20038190802687,5.11881206478163,4.89970865242213,4.73504501879414,4.68588305816253,4.65883452556198,4.59899967823879,4.76202084608966,4.76452682211587,4.70148380834239,4.66909369271903,4.58034261807386,4.45177601105206,4.53738120377134,4.54345976957517,4.43171754480057,4.40295463288901,4.33048644864848,4.25073574896541,4.26806104050285,4.24026737263694,4.18417540847102,4.21216757897521,4.10345266549563,4.20235408666385,4.48798031403476,4.26200572507068
CAN,SL.EMP.SELF.MA.ZS,Canada,"Self-employed, male (% of male employment) (modeled ILO estimate)",18.9009214310972,19.0078279447783,19.4904579588938,20.309419934932,20.4196380694234,20.3614337682698,19.3469673324435,18.7349468460245,18.3963394844722,18.890851455686,19.0568963365262,19.212894597657,18.8072638449605,19.068083003176,19.1363345265359,19.8028633983522,19.3979888271079,18.9351679279184,18.7515500113466,18.5321433048414,18.2575961892122,18.089586714222,18.1593231186687,17.8985342946225,17.9877070788656,17.6968855779499,17.8567505140129,16.7877265229226,16.0998812769676
MEX,SL.EMP.SELF.MA.ZS,Mexico,"Self-employed, male (% of male employment) (modeled ILO estimate)",44.18009838823,41.8741558915557,40.9613930646135,41.1151492047536,39.011596261797,38.3932186296557,36.4889727343705,36.9711478678214,37.319750460497,37.0525587825812,36.5804066233469,35.6903230701963,34.5390876709341,33.9837756122623,32.9988301891582,33.8138962841702,32.8345676107976,32.9879181182356,32.0113922569424,32.354544262838,31.7432669825677,31.463681804291,30.9614085940917,31.1948347189322,31.3718751115249,31.3165771635486,30.8897835534404,31.7302169685368,31.6480316065065
USA,SL.EMP.SELF.MA.ZS,United States,"Self-employed, male (% of male employment) (modeled ILO estimate)",11.5788381497126,11.2496448770207,11.0867948940247,10.8619854563877,10.4364235611403,10.0506989774355,9.92038742871606,9.79987758641385,9.63784032555017,9.89700113027162,9.89086474225943,9.74698842773826,9.64961716181628,9.39848055724351,9.15876326925916,9.28280602244092,9.18184974138642,8.83047675326301,8.70667243129867,8.472025336318,8.26002878525203,8.23352576713197,8.14745483828638,7.95508731428868,7.98382797564143,7.73828874188635,8.03197271632319,8.31547388979576,7.9592009046683
CAN,SL.EMP.SELF.ZS,Canada,"Self-employed, total (% of total employment) (modeled ILO estimate)",15.5332812691802,15.6680207562024,16.1998399716653,17.0967213582837,17.182573005091,16.9512977151904,16.1314462782946,15.2547378652772,15.2008946208518,15.4024184370917,15.4299855023882,15.6102742228564,15.3235948854729,15.3776169049986,15.3879570524459,15.913877095987,15.5373752595105,15.3401150995288,15.204621899199,15.1937556287693,14.9980140990507,14.9994412502826,14.9480674223532,14.8668869674585,15.069829305452,14.7938287103343,15.161465778836,13.9951866762776,13.4601109230703
MEX,SL.EMP.SELF.ZS,Mexico,"Self-employed, total (% of total employment) (modeled ILO estimate)",43.4857420262724,41.544294124216,40.3511271897055,41.2272449472412,38.8519267270829,38.2750134208625,36.1220828720083,36.5549882642951,37.1552482090787,37.1884765318413,36.7602433134901,35.5891316381701,34.7333132397384,34.430019990957,33.6020307201488,34.3085089999699,33.3955814153767,33.6037167070928,32.9064476790173,32.8379223742549,32.0797250851316,31.9668651563045,31.5314349910278,31.3121523290081,31.4994683354705,31.8277882400262,30.3598038147639,31.9096212759684,31.8491801692541
USA,SL.EMP.SELF.ZS,United States,"Self-employed, total (% of total employment) (modeled ILO estimate)",8.79969940033083,8.55722614566394,8.442521348022,8.27498819441001,7.94467160068913,7.65713831237581,7.56453529103938,7.48053866668734,7.36099609778857,7.56652959716216,7.57415361097437,7.46970539439167,7.40244372500739,7.21964788355145,7.01771226211604,7.09321361266612,7.04513865734516,6.82031643104861,6.75323364643951,6.59472247934512,6.44575395821471,6.44439466634234,6.386688365253,6.25229191133481,6.28101453513767,6.0938796656847,6.30663707241111,6.58341535426998,6.28356900633181
CAN,SL.UEM.NEET.FE.ZS,Canada,"Share of youth not in education, employment or training, female (% of female youth population)",17.627,17.167,17.317,17.401,16.233,15.032,14.683,13.766,13.485,12.921,13.038,12.772,12.002,12.301,12.289,12.842,12.964,12.928,12.675,12.554,12.766,12.646,12.089,11.547,11.613,11.219,16.681,11.364,10.286
MEX,SL.UEM.NEET.FE.ZS,Mexico,"Share of youth not in education, employment or training, female (% of female youth population)",,,,,,,,,,,,33.412,32.861,32.463,33.58,33.117,32.965,32.668,32.232,31.294,31.384,30.733,30.451,29.374,28.58,27.713,28.896,26.564,24.951
USA,SL.UEM.NEET.FE.ZS,United States,"Share of youth not in education, employment or training, female (% of female youth population)",18.716,18.645,17.512,16.08,15.239,15.069,15.094,15.31,15.652,15.462,15.331,15.254,14.812,14.335,14.44,15.598,15.574,15.345,14.823,15.216,14.48,13.335,12.812,11.761,11.543,10.934,14.194,12.621,11.723
CAN,SL.UEM.NEET.FE.ME.ZS,Canada,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",,,,,,,,,,,,12.772,12.001,12.303,12.289,12.838,12.961,12.927,12.674,12.554,12.764,12.644,12.088,11.545,11.612,11.218,16.68,11.364,10.289
MEX,SL.UEM.NEET.FE.ME.ZS,Mexico,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",,,,,,,,,,,,33.753,33.382,32.898,33.974,33.212,33.109,32.795,32.316,31.417,31.294,30.728,30.506,29.428,28.644,27.824,29.096,26.779,25.452
USA,SL.UEM.NEET.FE.ME.ZS,United States,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",,,,,,,,,,,,15.319,14.882,14.392,14.481,15.614,15.583,15.362,14.85,15.238,14.511,13.362,12.835,11.784,11.561,10.95,14.203,12.634,11.738
CAN,SL.UEM.NEET.MA.ZS,Canada,"Share of youth not in education, employment or training, male (% of male youth population)",15.8,14.972,15.222,14.439,14.396,13.465,13.151,12.922,12.972,13.444,13.132,12.788,12.403,11.596,12.546,14.981,14.409,13.447,13.803,13.254,14.287,13.858,13.636,12.564,12.77,12.813,18.973,14.178,12.838
MEX,SL.UEM.NEET.MA.ZS,Mexico,"Share of youth not in education, employment or training, male (% of male youth population)",,,,,,,,,,,,8.623,8.698,8.859,9.51,10.903,11.121,10.683,9.877,9.466,9.303,8.795,8.581,8.081,8.297,8.883,11.302,9.447,8.616
USA,SL.UEM.NEET.MA.ZS,United States,"Share of youth not in education, employment or training, male (% of male youth population)",11.863,11.433,11.245,10.733,10.127,9.889,9.712,10.581,11.242,11.779,10.982,11.076,10.146,10.291,11.646,14.479,14.894,13.515,13.008,13.562,12.314,11.561,11.233,10.195,10.309,9.89,13.593,11.791,10.768
CAN,SL.UEM.NEET.MA.ME.ZS,Canada,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",,,,,,,,,,,,12.788,12.402,11.598,12.546,14.976,14.405,13.446,13.802,13.254,14.286,13.857,13.635,12.562,12.769,12.812,18.972,14.178,12.841
MEX,SL.UEM.NEET.MA.ME.ZS,Mexico,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",,,,,,,,,,,,8.711,8.837,8.978,9.622,10.934,11.169,10.725,9.903,9.503,9.276,8.793,8.596,8.096,8.316,8.919,11.817,10.081,9.341
USA,SL.UEM.NEET.MA.ME.ZS,United States,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",,,,,,,,,,,,11.123,10.194,10.332,11.679,14.494,14.903,13.531,13.031,13.583,12.34,11.584,11.253,10.215,10.325,9.904,13.602,11.803,10.781
CAN,SL.UEM.NEET.ZS,Canada,"Share of youth not in education, employment or training, total (% of youth population)",16.696,16.048,16.249,15.889,15.294,14.231,13.9,13.335,13.223,13.188,13.086,12.78,12.207,11.942,12.42,13.928,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599
MEX,SL.UEM.NEET.ZS,Mexico,"Share of youth not in education, employment or training, total (% of youth population)",,,,,,,,,,,,21.458,21.3,21.089,21.913,22.144,22.177,21.77,21.099,20.437,20.25,19.716,19.498,18.701,18.412,18.299,20.052,17.918,16.824
USA,SL.UEM.NEET.ZS,United States,"Share of youth not in education, employment or training, total (% of youth population)",15.289,15.035,14.37,13.383,12.66,12.47,12.391,12.937,13.434,13.611,13.139,13.147,12.456,12.291,13.031,15.034,15.231,14.415,13.908,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.204,11.244
CAN,SL.UEM.NEET.ME.ZS,Canada,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",,,,,,,,,,,,12.78,12.207,11.942,12.42,13.928,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599
MEX,SL.UEM.NEET.ME.ZS,Mexico,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",,,,,,,,,,,,21.458,21.3,21.089,21.913,22.144,22.177,21.77,21.1,20.437,20.25,19.716,19.498,18.701,18.412,18.299,20.383,18.353,17.317
USA,SL.UEM.NEET.ME.ZS,United States,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",,,,,,,,,,,,13.147,12.456,12.291,13.031,15.035,15.231,14.415,13.909,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.205,11.244
CAN,SL.UEM.ADVN.FE.ZS,Canada,"Unemployment with advanced education, female (% of female labor force with advanced education)",7.35,6.794,7.145,6.566,5.667,5.229,4.629,5.087,5.266,5.443,5.192,4.906,4.665,4.332,4.413,5.325,5.688,5.489,5.43,5.09,5.038,4.934,5.067,4.86,4.508,4.218,7.628,5.875,4.128
MEX,SL.UEM.ADVN.FE.ZS,Mexico,"Unemployment with advanced education, female (% of female labor force with advanced education)",,6.99,8.36,5.76,5.95,3.44,2.85,4.3,5.135,5.961,6.667,4.332,4.494,4.789,4.429,5.091,5.748,5.362,5.152,5.339,5.4,5.139,4.865,4.5,4.34,4.492,4.345,4.638,3.914
USA,SL.UEM.ADVN.FE.ZS,United States,"Unemployment with advanced education, female (% of female labor force with advanced education)",3.174,3.042,2.859,2.462,2.283,2.148,2.094,2.587,3.174,3.25,3.06,2.794,2.517,2.499,3.097,5.028,5.256,5.17,4.986,4.45,3.821,3.149,2.959,2.793,2.483,2.411,5.96,3.579,2.317
CAN,SL.UEM.ADVN.MA.ZS,Canada,"Unemployment with advanced education, male (% of male labor force with advanced education)",7.91,6.876,6.918,6.367,5.816,5.354,4.771,5.534,5.915,5.817,5.429,5.158,4.944,4.587,4.938,7.135,6.511,5.863,5.801,5.62,5.694,5.699,5.951,5.374,4.744,4.661,7.59,6.012,4.112
MEX,SL.UEM.ADVN.MA.ZS,Mexico,"Unemployment with advanced education, male (% of male labor force with advanced education)",,3.35,4.79,3.33,3.21,1.86,1.33,2.7,3.202,3.695,4.015,3.845,3.582,3.898,3.57,5.082,5.502,4.995,4.827,4.947,5.35,4.758,4.98,4.16,3.931,4.32,4.932,4.638,4.077
USA,SL.UEM.ADVN.MA.ZS,United States,"Unemployment with advanced education, male (% of male labor force with advanced education)",2.858,2.675,2.498,2.147,1.867,2.088,1.789,2.541,3.47,3.648,3.136,2.632,2.34,2.343,2.931,5.645,5.695,5.102,4.492,4.192,3.556,2.913,2.856,2.575,2.416,2.348,5.203,3.573,2.325
CAN,SL.UEM.BASC.ZS,Canada,Unemployment with basic education (% of total labor force with basic education),16.276,15.065,15.557,15.818,14.621,13.655,12.524,12.926,13.983,13.743,13.488,12.482,12.466,12.129,11.952,16.073,16.17,15.58,15.137,14.569,14.258,14.13,14.072,12.871,11.776,11.537,17.026,14.532,11.304
MEX,SL.UEM.BASC.ZS,Mexico,Unemployment with basic education (% of total labor force with basic education),,8.34,4.85,5.22,,2.66,2.81,5.7,3.152,3.526,4.023,3.707,3.709,3.772,4.103,5.759,5.581,5.414,5.015,5.044,4.794,4.207,3.605,3.196,3.016,3.223,4.181,3.506,2.737
USA,SL.UEM.BASC.ZS,United States,Unemployment with basic education (% of total labor force with basic education),12.596,12.039,11.389,10.338,9.532,9.31,8.666,9.67,10.107,10.321,9.884,8.804,8.126,7.952,10.463,14.852,15.274,13.601,12.739,10.81,8.839,7.76,7.492,6.551,5.872,5.396,11.724,8.056,5.507
CAN,SL.UEM.BASC.FE.ZS,Canada,"Unemployment with basic education, female (% of female labor force with basic education)",15.696,14.685,15.332,15.93,14.384,13.598,12.81,12.683,13.273,13.495,13.674,12.915,12.513,11.818,11.204,14.875,15.391,15.713,15.309,14.668,14.261,13.912,13.304,12.515,12.173,11.247,18.716,15.703,12.093
MEX,SL.UEM.BASC.FE.ZS,Mexico,"Unemployment with basic education, female (% of female labor force with basic education)",,8.45,6.12,7.88,,3.5,2.96,7.68,3.963,4.524,5.381,4.122,4.05,4.153,4.181,6.019,5.498,5.405,4.945,4.917,4.782,4.278,3.536,3.224,3.073,3.143,3.907,3.473,2.683
USA,SL.UEM.BASC.FE.ZS,United States,"Unemployment with basic education, female (% of female labor force with basic education)",14.353,13.755,13.796,12.349,11.308,11.297,10.582,11.722,12.087,12.281,12.706,11.646,10.018,9.257,11.615,15.151,15.755,15.624,14.826,13.084,11.553,8.985,9.69,8.024,7.078,6.852,13.986,9.765,6.417
CAN,SL.UEM.BASC.MA.ZS,Canada,"Unemployment with basic education, male (% of male labor force with basic education)",16.662,15.322,15.703,15.743,14.786,13.693,12.324,13.095,14.471,13.913,13.36,12.193,12.432,12.345,12.466,16.891,16.706,15.491,15.028,14.505,14.256,14.274,14.577,13.101,11.526,11.725,15.961,13.773,10.783
MEX,SL.UEM.BASC.MA.ZS,Mexico,"Unemployment with basic education, male (% of male labor force with basic education)",,8.28,4.32,4.04,,2.21,2.73,4.84,2.709,2.977,3.252,3.495,3.531,3.571,4.063,5.623,5.624,5.419,5.053,5.114,4.8,4.168,3.643,3.181,2.985,3.268,4.331,3.524,2.768
USA,SL.UEM.BASC.MA.ZS,United States,"Unemployment with basic education, male (% of male labor force with basic education)",11.637,11.091,10.066,9.275,8.554,8.179,7.619,8.544,9.055,9.284,8.437,7.392,7.186,7.308,9.886,14.695,15.027,12.537,11.597,9.644,7.415,7.118,6.313,5.738,5.219,4.59,10.523,7.15,5.047
CAN,SL.UEM.INTM.ZS,Canada,Unemployment with intermediate education (% of total labor force with intermediate education),10.177,9.601,9.762,9.174,8.581,7.781,7.013,7.225,7.831,7.738,7.442,7.125,6.691,6.561,6.724,9.532,9.141,8.493,8.222,8.211,8.089,8.246,8.229,7.445,6.91,7.122,13.072,9.976,6.78
MEX,SL.UEM.INTM.ZS,Mexico,Unemployment with intermediate education (% of total labor force with intermediate education),,,7.49,6.6,4.81,,,3.61,4.358,5.039,5.671,4.612,4.563,4.597,4.938,6.484,6.17,6.111,5.948,5.86,5.894,5.346,4.801,4.181,3.995,4.094,5.203,4.989,3.941
USA,SL.UEM.INTM.ZS,United States,Unemployment with intermediate education (% of total labor force with intermediate education),7.145,6.556,6.423,5.996,5.457,5.006,4.792,5.627,6.941,7.232,6.743,6.352,5.829,5.895,7.416,11.731,12.323,11.569,10.416,9.68,8.091,7.087,6.471,5.766,5.172,4.84,10.457,7.076,4.96
CAN,SL.UEM.INTM.FE.ZS,Canada,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",9.77,9.313,9.469,9.043,8.352,7.556,6.96,6.972,7.47,7.303,6.994,6.662,6.309,6.143,6.268,8.103,8.078,7.884,7.73,7.881,7.644,7.576,7.257,6.912,6.538,6.568,12.998,9.917,6.566
MEX,SL.UEM.INTM.FE.ZS,Mexico,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",,,10.14,9.54,6.42,,,4.27,5.83,6.719,7.789,5.134,4.943,5.029,5.21,6.389,6.059,6.099,6.247,6.199,5.985,5.628,4.973,4.524,4.008,4.167,4.727,5.054,4.046
USA,SL.UEM.INTM.FE.ZS,United States,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",6.946,6.485,6.31,6.021,5.501,5.156,4.861,5.467,6.754,6.835,6.534,6.319,5.836,5.723,6.894,10.129,11.025,10.91,10.128,9.207,7.927,6.996,6.405,5.733,5.192,4.822,11.095,7.053,5.122
CAN,SL.UEM.INTM.MA.ZS,Canada,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",10.558,9.866,10.032,9.293,8.793,7.988,7.061,7.454,8.162,8.141,7.849,7.541,7.031,6.932,7.126,10.791,10.073,9.015,8.637,8.488,8.457,8.786,9.005,7.862,7.203,7.556,13.128,10.02,6.938
MEX,SL.UEM.INTM.MA.ZS,Mexico,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",,,5.44,4.2,3.54,,,3.1,3.601,4.162,4.526,4.178,4.244,4.236,4.72,6.561,6.256,6.12,5.715,5.601,5.826,5.136,4.677,3.935,3.986,4.042,5.534,4.942,3.864
USA,SL.UEM.INTM.MA.ZS,United States,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",7.32,6.619,6.523,5.975,5.42,4.872,4.732,5.769,7.106,7.579,6.924,6.379,5.823,6.04,7.852,13.06,13.389,12.106,10.651,10.063,8.223,7.159,6.524,5.791,5.156,4.854,9.971,7.094,4.836
CAN,SL.UEM.TOTL.FE.ZS,Canada,"Unemployment, female (% of female labor force) (modeled ILO estimate)",9.793,9.113,9.287,8.917,7.986,7.292,6.695,6.855,7.123,7.157,6.852,6.464,6.201,5.789,5.768,7.16,7.354,7.173,6.95,6.682,6.502,6.305,6.275,5.927,5.527,5.263,9.521,7.339,5.137
MEX,SL.UEM.TOTL.FE.ZS,Mexico,"Unemployment, female (% of female labor force) (modeled ILO estimate)",5.002,8.862,7.085,6.365,5.098,3.671,3.377,3.383,3.829,4.466,5.27,3.908,3.888,4.0,4.037,5.353,5.183,5.132,4.88,4.96,4.857,4.456,3.903,3.598,3.41,3.515,4.088,4.086,3.307
USA,SL.UEM.TOTL.FE.ZS,United States,"Unemployment, female (% of female labor force) (modeled ILO estimate)",6.052,5.671,5.47,5.075,4.623,4.342,4.101,4.651,5.609,5.658,5.396,5.097,4.627,4.499,5.414,8.046,8.601,8.453,7.888,7.067,6.057,5.175,4.786,4.307,3.836,3.608,8.356,5.21,3.613
CAN,SL.UEM.TOTL.FE.NE.ZS,Canada,"Unemployment, female (% of female labor force) (national estimate)",9.796,9.115,9.288,8.918,7.987,7.293,6.695,6.856,7.125,7.158,6.853,6.465,6.202,5.791,5.77,7.164,7.356,7.175,6.951,6.684,6.504,6.307,6.277,5.929,5.528,5.265,9.522,7.34,5.138
MEX,SL.UEM.TOTL.FE.NE.ZS,Mexico,"Unemployment, female (% of female labor force) (national estimate)",4.999,8.879,7.064,6.321,5.079,3.657,3.364,3.518,3.82,4.456,5.251,3.901,3.882,3.992,4.034,5.353,5.185,5.133,4.88,4.96,4.857,4.455,3.903,3.597,3.409,3.515,4.038,4.02,3.23
USA,SL.UEM.TOTL.FE.NE.ZS,United States,"Unemployment, female (% of female labor force) (national estimate)",6.053,5.671,5.47,5.074,4.62,4.338,4.098,4.654,5.613,5.665,5.398,5.096,4.627,4.502,5.422,8.069,8.621,8.463,7.893,7.076,6.06,5.178,4.789,4.309,3.838,3.61,8.345,5.215,3.614
CAN,SL.UEM.TOTL.MA.ZS,Canada,"Unemployment, male (% of male labor force) (modeled ILO estimate)",10.883,9.796,9.893,9.251,8.522,7.826,6.942,7.527,8.128,7.934,7.474,7.013,6.73,6.478,6.737,9.611,8.912,8.049,7.785,7.554,7.485,7.51,7.715,6.869,6.112,6.07,9.777,7.694,5.407
MEX,SL.UEM.TOTL.MA.ZS,Mexico,"Unemployment, male (% of male labor force) (modeled ILO estimate)",4.172,6.231,4.67,3.142,3.034,2.054,2.269,2.241,2.574,2.922,3.214,3.365,3.383,3.414,3.781,5.358,5.373,5.2,4.899,4.897,4.796,4.223,3.822,3.31,3.192,3.453,4.661,3.977,3.222
USA,SL.UEM.TOTL.MA.ZS,United States,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.174,5.633,5.435,4.938,4.419,4.118,3.903,4.796,5.926,6.263,5.639,5.073,4.619,4.723,6.091,10.264,10.496,9.363,8.219,7.629,6.259,5.366,4.937,4.394,3.945,3.72,7.807,5.463,3.68
